Car,0,800.000000,393.000000,12,5
Car,0,800.000000,925.000000,12,3
Car,0,-100.000000,284.000000,11,1
Car,0,-100.000000,500.000000,11,2
Car,0,800.000000,321.000000,12,4
Car,1,800.000000,715.000000,12,3
Car,1,-100.000000,650.000000,11,2
Car,2,800.000000,563.000000,12,3
Car,1,800.000000,213.000000,12,5
Car,1,-100.000000,355.000000,11,1
Car,2,-100.000000,625.000000,11,2
Car,1,800.000000,393.000000,12,4
Car,3,800.000000,882.000000,12,3
Car,3,-100.000000,454.000000,11,2
Car,2,-100.000000,177.000000,11,1
